recvTime,entityId,entityType,refDevice,location,status
2025-02-27 17:45:38+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 17:46:26+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 17:46:27+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 17:47:23+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 17:47:43+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 17:48:39+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 17:48:58+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 17:49:59+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 17:50:18+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 17:50:46+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 17:55:18+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 17:55:22+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 17:56:16+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 17:56:28+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 17:58:35+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 17:58:58+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:02:27+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:02:29+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:04:29+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:04:36+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:05:14+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:05:18+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:06:48+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:07:05+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:08:01+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:08:07+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:10:23+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:10:49+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:12:13+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:12:42+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:13:10+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:13:11+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:14:25+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:16:06+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:16:17+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:21:17+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:21:56+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:22:33+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:22:41+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:25:16+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:25:17+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:26:40+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:26:49+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:27:05+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:30:04+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:33:11+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:33:48+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:34:03+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:35:54+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:36:02+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:37:33+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:38:22+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:38:23+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:38:30+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:41:24+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:41:48+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:42:07+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:45:41+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:47:15+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:47:29+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:48:21+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:48:35+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:48:39+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:49:27+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:49:28+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:56:08+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 18:56:10+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 18:59:53+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:00:15+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:00:45+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:00:59+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:03:09+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:03:20+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:05:37+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:05:45+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:06:42+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:07:05+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:10:00+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:10:36+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:11:31+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:11:50+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:12:46+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:15:35+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:21:01+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:21:40+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:21:53+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:22:07+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:25:00+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:25:16+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:25:42+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:25:53+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:28:26+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:28:27+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:29:28+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:29:39+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:31:36+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:31:56+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:32:27+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:32:41+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:35:05+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:35:06+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:40:32+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:40:36+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:41:48+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:42:11+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:42:41+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:42:43+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:43:50+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:43:53+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 19:50:31+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 19:50:45+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:09:14+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:09:35+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:14:13+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:14:26+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:24:02+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:24:10+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:27:18+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:27:20+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:30:32+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:30:34+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:31:28+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:31:50+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:33:43+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:33:47+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:36:31+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:36:46+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:47:58+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:49:18+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
2025-02-27 20:50:30+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",occupied
2025-02-27 20:52:39+00:00,urn:ngsi-ld:ParkingSpot:0013,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648361208,40.632356888]}",free
